year,month,58504f5d006cb93ed40eec39,58504f5d006cb93ed40eec3b,58504f5d006cb93ed40eec3a,58504f5d006cb93ed40eec55,58504f5d006cb93ed40eec5a,58504f5d006cb93ed40eec3c,58504f5d006cb93ed40eec3d,58504f5d006cb93ed40eec3e,58504f5d006cb93ed40eec40,58504f5d006cb93ed40eec3f,58504f5d006cb93ed40eec41,58504f5d006cb93ed40eec42,58504f5d006cb93ed40eec43,58504f5d006cb93ed40eec44,58504f5d006cb93ed40eec45,58504f5d006cb93ed40eec46,58504f5d006cb93ed40eec49,58504f5d006cb93ed40eec47,58504f5d006cb93ed40eec48,58504f5d006cb93ed40eec4b,58504f5d006cb93ed40eec4a,58504f5d006cb93ed40eec4c,58504f5d006cb93ed40eec4d,58504f5d006cb93ed40eec4e,58504f5d006cb93ed40eec4f,58504f5d006cb93ed40eec50,58504f5d006cb93ed40eec51,58504f5d006cb93ed40eec52,58504f5d006cb93ed40eec54,58504f5d006cb93ed40eec56,58504f5d006cb93ed40eec53,58504f5d006cb93ed40eec57,58504f5d006cb93ed40eec59,58504f5d006cb93ed40eec58
2011,1,47,98.5,105.1738917,150,94,0,72,139,128.6,31,162.3,103,155,118,216,243,40.5,124,56.06720701,30.4,30,39.1,21.5,95.5,69.9,36,141,139,83.5,135.3,134.6,95.4,102,263
2011,2,79,147.2,117.5,131,88,252,287,409,187.3,309,224.8,100,118,149,164,123,251.3,62,128.0342239,84.1,193,46.3,47.1,156.9,194.5,178,39,313,367,386,284.3,217.2,411,337
2011,3,164,113,99.4,107,162,70.6,480,392,188.1,222,150.2,140.2852912,166,247,337,146,257.4,239,168.8935551,124.4,177,94.3,229.3,310.1,81.6,211,116,234,248.3,245.3,196.4,251,278,339
2011,4,471,544.6,374.6078907,453,400,88,776,691,574.8,500,570.7,157,490.8,595,914,424,424.4,403,324.1442629,262.6,322.9261536,222.6,335,276.7,169.4,247,135,558,460.3,646,533.6,666.8,659,536
2011,5,76,88.1,98.1,53,215,38.4,247,267,187.4,213,214.6,51,253,220,439,118,88.6,139,165.6695071,234.3,152,223.2,219.2,170.3,211.5,188,296,270,95.9,237.4,186,84.3,211,273
2011,6,48,77.4,150.7,53,167,129.5774094,160,238,122.8,102,248.2,52,233.9,146,178,56,152.9,117,108.7285979,134,103,75.9,60.1,80.1,59,100,0,368,127.3,150.2,229.7,95,223,216
2011,7,22,27.3,19.2,46,36.03690961,100.2981722,134,147,18.7,125,103.9,39,86.7,67,22,117,45.3,15,44.22179628,28.6,111,36.7,29,84.3,134.7,143,100,86,81.7,96.01874091,38.5,55.8,135,102
2011,8,4,6.5,33.6,88,46,75.41649574,36,55,25.4,66,21.8,32,51.9,56,118,126,81.6,13,51.27266108,20.2,40,123.5,28.5,59.1,125.5,161,62,63,72.8,13.1,27.8,22.7,70,82
2011,9,68,45.3,91,72,74,81.5990334,44,27,65.8,70,88,59,112.9,190,81,135,169.9,34,76.55006936,71.1,49,159,50.8,81.4,77.7,215,60,85,66.9,67.2,65,107.7,78,181
2011,10,248,213.6,107.4,215,103,294.5285711,379,409,139.1,280,208,95,302.6,200,505,167,83.4,180,196.0977944,176.3,135,242.9,158.6,133.3,187.6,224.4540054,222,446,220.5,317.3,120.2,178.7,336,307
2011,11,606,429.8,211.5,143,307,385.4754774,591,649,508.8,313,449.8,140,532.8,373,365,321,212.3,174,199.2169557,170.8,296,83.3,215.9,308.1,142.4,159,116,620,543.8,500.4,300.1,355.5044206,669,349
2011,12,156,328.4,276.7070381,244,265,263.6507861,596,406,428.1,242,478.7,61,559.8,234,235,101,307.3,111,139.0615004,86.5,236,119.6,111.3,140.5,84,259,39,343.6,331.7,407.6,252.1,399.1,440,451
2012,1,142,121.5,160.3490069,128.1041925,184,223,405,440,245.2,85,249.4,105,207.3,177,177,97,102.2,104,89.84048046,63.6,144,63,96.8,182.5,106.8,199,52,367,146.3,279.3,137.6,141.2,180.3860526,351
2012,2,5,36.3,109.8,133.0307457,160,57,160,150,140.5,96,163.7,87,165.2,224,285,53,59.7,125,105.926513,135.6,71,253.6,119.2,84.4,169.3,115,166,162.4390187,104.8,163.9,144.5,229.7,157.7225243,192
2012,3,127,265.4,216.1,179.2957027,136,90,198,260,358,125,203.5,69,250.6,322,392,167,117.3,197,165.5785518,215.4,119,86,106.3,119.6,129.5,125,134,213,153.6,173.2,151.3,246.8,211.0889989,142
2012,4,226,203.9,256.9,260.0043885,245,186,462,437,358.3,273,312.5,201,423.7,323,336,364,307.2,255,258.8084846,223.9,189,314.1,181.9,303.8,233.5,184,229,430,333.1,351.2,171.3,378.6,337.3255686,397
2012,5,14,6.8,20,47.62122924,0,114.6884966,111,126,49.3,142,103.8,41,46,168,25,98,16.1,39,73.83220248,48.3,54,120.2,156.5678399,153.2,252.9,155,231,80,51.7,64.1,42.09756602,29.8,81.97992073,170
2012,6,1,7.2,0,28.10450797,22,49.18817633,22,30,27.6,49,17.4,5,15.5,10,32,0,13.8,24,39.210258,29.7,14,30.39450953,27.0504004,18.1,13.7,35,60,40.67146056,52.1,46.4,20.18590801,37.5,17.95359692,86
2012,7,3,0,24.5,26.35408852,14,56.04713616,48,38,27.6,49,55.29429436,10,25.5,8,16,62,26.02848728,19,35.11666624,23.3,13,67.5,32.36422136,32.6,30.1,33,75,39.20895045,29.97781593,36.82905204,14.85111306,12.2,8.009485536,120
2012,8,7,0,17.1,27.22601918,16,5,72,25,36,80,37.12123435,16,32.5,61,32,0,8.7,75,37.42497328,48.7,21.1,69.5,48.12431999,72.4,172.3,171,49,30.56375967,22.99510237,17.81464168,15.86283683,81.5,15.18752222,59
2012,9,5,13.2,28,30.79185678,11,47.74576309,41,49,31.2,46,36.74743665,27,57,12,16,14,27.8,37,43.48729381,15.8,15,33.7,42.70641873,55.4,51.18507498,78,57,40.49836195,35.18254196,31.64582068,30.36974966,28.5,36.46547397,82
2012,10,268,190.4,171.9,243.8735867,280.2,310.5468466,201,286,272.4,148,306.7777758,194,588,354,155,476,203.2,310,241.3006991,156.5,195.1,244.2,205.9758742,253.9,120.7,274,119,310.4307746,301.7905485,301.8343017,263.5807802,241.8,378.8854006,368
2012,11,340,276.9,113.9,137.9882252,118.1,246,300,322,163.3,180,198.8557789,35,271,126,131.9781307,126,93.9,110,96.03986082,63,127,39.5,70.37014275,92.3,102.0279256,161,47,238.0276085,266.7544345,218.3328204,226.9560226,116.4,316.8262508,374
2012,12,249,180.2655129,144.2,109.9569999,109,108,249,230,203.3,126,138.1653051,50,185,222,120,17,51.5,42,64.77270105,58.1,9,22.7,60.12175552,173.2,45.55827442,59,0,244.8264608,185.7830047,206.7381718,153.854942,158.1,125,168
2013,1,64,103.1,48.5,13,34,85,223,108,95,142,87.2196631,24,132,144,35,55,20.4555894,45,32.75275802,30.6,44,21.1,43.6,49.3,19.1,47,25,340,34.7,100.1,63.6,92.3,26,132
2013,2,123,134.4787354,174.3,124,118,347,308,339,175.7,132,212.8670668,76,347,236,66,226,166.4992668,230,144.5447653,129,182.1681149,77.5,133.1852511,118.5,76.1,214,180,300,405.5,187.9,143.7,191.9,15,162
2013,3,28,107.1373375,112.4,129,117,108,231.3901679,189.5,189.7685163,101,185.2320739,74,357,184,206,96,168.6899923,187,142.3792083,218.5,117.1036545,105,128.8715902,121.4,99.9,51,88,225,163.6,79.9,204.8,257,51,314
2013,4,118,136.5416751,96.8,142,157,476.5,235,76,96.4,126,193.0947186,154,240,256,384,90,103.9,233,150.8680607,141.2,135,162.1,127.6866062,195.7,120.8,259,210,186,213.5,197.6710469,176.8,268.9,21,365
2013,5,231,142.5,268.2554311,199,232,63,233,256,438.9,250,287.9666924,158,519,474,621,252,320,312.2045553,269.0486387,204.9,201,247.5,272.6915813,319.8,230.9,259,244,457,229.7,288.2769993,171.6,283.4,276,488
2013,6,81,96.4,43.14994723,83,66,70,43,64,31.5,64,97.16013086,69,95,158,78,186,103.1,52,88.22071654,45.9,84.46551582,20.8,64.61800022,87,232.8,114,63,75.71675793,26.3,52.08175594,2.7,47,32,104
2013,7,19,5.1,26.1652592,47,23,32,24,51,16.5,31,34.70722137,27,54,49,88,27,84.5,60,39.02708917,16.7,34.43381598,34.5,35.92404171,72.7,61,23,48,78,45.3,44.78531303,33.9,9.2,2.693864321,13
2013,8,13,64.9,61.86077973,40,44.00956542,94.65276537,126,84.91163267,126.5,113,100.3931456,34,119,75,18,92,55.8,48.06364148,52.98140149,87.1,67.7385061,59.3,77.56012476,92.8,113,23,50,108.1325521,98.5,89.86118315,45.96479441,39.97049363,69.55065742,114.7090117
2013,9,35,71.2,62.86863851,63.92932838,51.61539148,79.58362395,53.05042872,66.33101539,58.31226922,64.84788839,61.00482489,71,68.87599145,102.7295341,64.888452,76.23055123,67.4,68.6505762,78.10861199,26.6,68.16992973,77.3,85.42191223,99.2,167.1563752,145.6937865,157.4037573,80.01444395,79.6,65.80766235,51.45149134,61.47710216,54.4417774,93.01091519
2013,10,116,135,147.6618764,132.7341008,131.0922418,159.5479352,145.3677615,151.9123775,147.8016019,116.5463582,136.6983167,72,154.6392393,105.9707859,130.7204683,143.735779,164.6,79.25196011,104.0029805,68,125.3167634,53.5,59.73470776,40.8,137.8477673,168.6831751,108.1794999,250.227548,238.2,216.0179303,153.2089356,138.4756584,177.4115891,177.9226114
2013,11,254,238.1,211.2179378,228.0902428,234.075183,242.4977258,338.8540078,371.2931955,291.819558,239.9671883,238.700954,106,264.4835265,279.6195923,262.5428516,178.8267893,229.5,209.3317785,154.9951026,87.7,183.6701951,21,157.5673425,232,136.7019451,201.4439739,143.2202746,306.4473435,396.7,251.965227,305.3933581,302.0583674,382.1531082,267.3725505
2013,12,169,256.5,162.5466794,168.0057267,190.2633582,170.2798522,182.3376221,208.2177946,178.687861,146.400304,156.448677,95,178.0808455,227.6700357,230.7532886,142.1004201,136.9,187.443238,149.129688,126.4,140.6103485,105.4,131.267386,219.9,105.0518122,136.1002266,124.1354477,194.1591043,261.8,170.5743761,222.9896101,237.9226524,291.663331,268.0213859
